DATAFLOW,MEASURE: Measure,SEX: Sex,AGE: Age,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,85: 85,AUS: Australia,Q: Quarterly,2019-Q1,31934,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,85: 85,AUS: Australia,Q: Quarterly,2019-Q2,32166,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,85: 85,AUS: Australia,Q: Quarterly,2019-Q3,32370,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,85: 85,AUS: Australia,Q: Quarterly,2019-Q4,32691,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,85: 85,AUS: Australia,Q: Quarterly,2020-Q1,33029,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,85: 85,AUS: Australia,Q: Quarterly,2020-Q2,33342,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,85: 85,AUS: Australia,Q: Quarterly,2020-Q3,33852,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,85: 85,AUS: Australia,Q: Quarterly,2020-Q4,34489,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,85: 85,AUS: Australia,Q: Quarterly,2021-Q1,35097,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,85: 85,AUS: Australia,Q: Quarterly,2021-Q2,35689,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,85: 85,AUS: Australia,Q: Quarterly,2021-Q3,36144,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,85: 85,AUS: Australia,Q: Quarterly,2021-Q4,36708,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,85: 85,AUS: Australia,Q: Quarterly,2022-Q1,37232,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,85: 85,AUS: Australia,Q: Quarterly,2022-Q2,37742,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2015-Q1,36381,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2015-Q2,36219,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2015-Q3,36238,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2015-Q4,36315,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2016-Q1,36400,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2016-Q2,36419,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2016-Q3,36674,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2016-Q4,36929,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2017-Q1,37244,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2017-Q2,37481,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2017-Q3,37610,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2017-Q4,37897,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2018-Q1,38184,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2018-Q2,38451,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2018-Q3,39104,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2018-Q4,39822,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2019-Q1,40474,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2019-Q2,41032,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2019-Q3,41539,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2019-Q4,42169,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2020-Q1,42775,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2020-Q2,43363,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2020-Q3,43770,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2020-Q4,44273,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2021-Q1,44691,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2021-Q2,45137,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2021-Q3,45585,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2021-Q4,46124,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2022-Q1,46547,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,83: 83,AUS: Australia,Q: Quarterly,2022-Q2,46999,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2015-Q1,155142,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2015-Q2,154759,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2015-Q3,153232,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2015-Q4,151690,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2016-Q1,150167,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2016-Q2,148603,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2016-Q3,148767,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2016-Q4,148883,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2017-Q1,148992,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2017-Q2,149066,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2017-Q3,148971,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2017-Q4,148859,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2018-Q1,148811,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2018-Q2,148797,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2018-Q3,149727,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2018-Q4,150657,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2019-Q1,151534,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2019-Q2,152345,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2019-Q3,153915,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2019-Q4,155506,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2020-Q1,157096,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2020-Q2,158582,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2020-Q3,159261,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2020-Q4,159982,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2021-Q1,160692,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2021-Q2,161358,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2021-Q3,163913,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2021-Q4,166547,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2022-Q1,169196,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,51:51:00,AUS: Australia,Q: Quarterly,2022-Q2,171802,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2015-Q1,275270,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2015-Q2,277400,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2015-Q3,278123,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2015-Q4,278877,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2016-Q1,279620,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2016-Q2,280418,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2016-Q3,282278,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2016-Q4,284202,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2017-Q1,285980,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2017-Q2,287715,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2017-Q3,288985,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2017-Q4,290177,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2018-Q1,291470,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2018-Q2,292806,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2018-Q3,294453,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2018-Q4,296194,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2019-Q1,297803,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2019-Q2,299672,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2019-Q3,302963,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2019-Q4,306670,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2020-Q1,309891,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2020-Q2,312380,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2020-Q3,312721,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2020-Q4,313043,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2021-Q1,313262,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2021-Q2,313694,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2021-Q3,313831,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2021-Q4,314451,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2022-Q1,314782,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,59:59:00,AUS: Australia,Q: Quarterly,2022-Q2,315182,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2015-Q1,2791,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2015-Q2,2835,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2015-Q3,2830,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2015-Q4,2868,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2016-Q1,2946,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2016-Q2,2993,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2016-Q3,2939,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2016-Q4,2895,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2017-Q1,2876,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2017-Q2,2798,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2017-Q3,2965,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2017-Q4,3155,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2018-Q1,3304,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2018-Q2,3388,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2018-Q3,3499,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2018-Q4,3628,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2019-Q1,3725,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2019-Q2,3723,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2019-Q3,3748,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2019-Q4,3782,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2020-Q1,3832,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2020-Q2,3816,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2020-Q3,3911,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2020-Q4,4021,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2021-Q1,4066,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2021-Q2,4040,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2021-Q3,4120,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2021-Q4,4220,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2022-Q1,4282,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,98: 98,AUS: Australia,Q: Quarterly,2022-Q2,4266,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2015-Q1,154576,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2015-Q2,154313,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2015-Q3,154567,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2015-Q4,154786,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2016-Q1,155179,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2016-Q2,155621,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2016-Q3,156560,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2016-Q4,157448,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2017-Q1,158487,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2017-Q2,159470,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2017-Q3,160948,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2017-Q4,162279,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2018-Q1,163706,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2018-Q2,164960,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2018-Q3,167076,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2018-Q4,169203,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2019-Q1,171518,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2019-Q2,173766,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2019-Q3,175438,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2019-Q4,177052,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2020-Q1,178823,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2020-Q2,180166,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2020-Q3,181430,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2020-Q4,182888,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2021-Q1,184492,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2021-Q2,186148,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2021-Q3,186047,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2021-Q4,186098,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2022-Q1,186453,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,38:38:00,AUS: Australia,Q: Quarterly,2022-Q2,186734,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,72: 72,AUS: Australia,Q: Quarterly,2015-Q1,83865,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,72: 72,AUS: Australia,Q: Quarterly,2015-Q2,83976,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,72: 72,AUS: Australia,Q: Quarterly,2015-Q3,85941,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,72: 72,AUS: Australia,Q: Quarterly,2015-Q4,87916,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,72: 72,AUS: Australia,Q: Quarterly,2016-Q1,89882,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,72: 72,AUS: Australia,Q: Quarterly,2016-Q2,91848,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,72: 72,AUS: Australia,Q: Quarterly,2016-Q3,92682,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,72: 72,AUS: Australia,Q: Quarterly,2016-Q4,93613,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,72: 72,AUS: Australia,Q: Quarterly,2017-Q1,94498,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,72: 72,AUS: Australia,Q: Quarterly,2017-Q2,95468,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,72: 72,AUS: Australia,Q: Quarterly,2017-Q3,96388,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,72: 72,AUS: Australia,Q: Quarterly,2017-Q4,97361,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,72: 72,AUS: Australia,Q: Quarterly,2018-Q1,98323,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,72: 72,AUS: Australia,Q: Quarterly,2018-Q2,99272,PSNS: Persons,,
